Id,dataset,title,venue,year
11224,DBLP2,Recovery Protocols for Shared Memory Database Systems,SIGMOD Conference,1995
11226,DBLP2,HyperStorM - Administering Structured Documents Using Object-Oriented Database Technology,SIGMOD Conference,1996
11227,DBLP2,Multi-dimensional Resource Scheduling for Parallel Queries,SIGMOD Conference,1996
11228,DBLP2,Industrial Panel on Data Warehousing Technologies: Experiences  Challenges  and Directions,VLDB,1999
11229,DBLP2,2Q: A Low Overhead High Performance Buffer Management Replacement Algorithm,VLDB,1994
11230,DBLP2,HD-Eye: visual clustering of high dimensional data,SIGMOD Conference,2002
11232,DBLP2,Intelligent Rollups in Multidimensional OLAP Data,VLDB,2001
11233,DBLP2,Theory of dependence values,ACM Trans. Database Syst.,2000
11234,DBLP2,A Multi-Similarity Algebra,SIGMOD Conference,1998
11236,DBLP2,The Challenge of Process Data Warehousing,VLDB,2000
11239,DBLP2,Report on NGITS'99: The 4th International Workshop on Next Generation Information Technologies and Systems,SIGMOD Record,1999
11240,DBLP2,Scientist's Called Upon to Take Actions,SIGMOD Record,1996
11241,DBLP2,Temporal Queries in OLAP,VLDB,2000
11243,DBLP2,Temporal FDs on Complex Objects,ACM Trans. Database Syst.,1999
11244,DBLP2,Condition Handling in SQL Persistent Stored Modules,SIGMOD Record,1995
11246,DBLP2,Materialized View Selection and Maintenance Using Multi-Query Optimization,SIGMOD Conference,2001
11248,DBLP2,Wave-Indices: Indexing Evolving Databases,SIGMOD Conference,1997
11249,DBLP2,Phrase Matching in XML,VLDB,2003
11250,DBLP2,Similarity Query Processing Using Disk Arrays,SIGMOD Conference,1998
11252,DBLP2,Interview with Jim Gray,SIGMOD Record,2003
11253,DBLP2,Selectivity Estimation in Spatial Databases,SIGMOD Conference,1999
11254,DBLP2,Chip-Secured Data Access: Confidential Data on Untrusted Servers,VLDB,2002
11255,DBLP2,Editorial,ACM Trans. Database Syst.,2001
11256,DBLP2,Diag-Join: An Opportunistic Join Algorithm for 1:N Relationships,VLDB,1998
11257,DBLP2,Demonstration: Enabling Scalable Online Personalization on the Web,VLDB,2000
11258,DBLP2,The Garlic Project,SIGMOD Conference,1996
11262,DBLP2,Database De-Centralization - A Practical Approach,VLDB,1995
11265,DBLP2,Towards an ODMG-Compliant Visual Object Query Language,VLDB,1997
11268,DBLP2,Timer-Driven Database Triggers and Alerters: Semantics and a Challenge,SIGMOD Record,1999
11270,DBLP2,Recovering Information from Summary Data,VLDB,1997
11271,DBLP2,Efficient Construction of Regression Trees with Range and Region Splitting,VLDB,1997
11273,DBLP2,Interview with Pat Selinger,SIGMOD Record,2003
11274,DBLP2,Belief Reasoning in MLS Deductive Databases,SIGMOD Conference,1999
11275,DBLP2,Using Taxonomy  Discriminants  and Signatures for Navigating in Text Databases,VLDB,1997
11276,DBLP2,Experiences in Federated Databases: From IRO-DB to MIRO-Web,VLDB,1998
11280,DBLP2,Data Stream Query Processing: A Tutorial,VLDB,2003
11281,DBLP2,Erratum: A Database Model for Object Dynamics,VLDB J.,1997
11283,DBLP2,Data Extraction and Transformation for the Data Warehouse,SIGMOD Conference,1995
11285,DBLP2,Secure and Portable Database Extensibility,SIGMOD Conference,1998
11288,DBLP2,Balancing Histogram Optimality and Practicality for Query Result Size Estimation,SIGMOD Conference,1995
11289,DBLP2,NiagaraCQ: A Scalable Continuous Query System for Internet Databases,SIGMOD Conference,2000
11290,DBLP2,Fast Incremental Indexing for Full-Text Information Retrieval,VLDB,1994
11293,DBLP2,Reminiscences on Influential Papers,SIGMOD Record,2003
11294,DBLP2,The hcC-tree: An Efficient Index Structure for Object Oriented Databases,VLDB,1994
11296,DBLP2,Medical Information Systems: Characterization and Challenges,SIGMOD Record,1994
11300,DBLP2,Concept Based Design of Data Warehouses: The DWQ Demonstrators,SIGMOD Conference,2000
11303,DBLP2,WebDB '98: International Workshop on the Web and Databases,SIGMOD Record,1998
11304,DBLP2,Response to the March 1994 ODMG-93 Commentary Written by Dr. Won Kim of UniSQL  Inc,SIGMOD Record,1994
11306,DBLP2,Selectivity Estimation Without the Attribute Value Independence Assumption,VLDB,1997
11307,DBLP2,The History of Histograms (abridged),VLDB,2003
11308,DBLP2,Evolution and Change in Data Management - Issues and Directions,SIGMOD Record,2000
11320,DBLP2,An Efficient Method for Performing Record Deletions and Updates Using Index Scans,VLDB,2002
11321,DBLP2,A Study on the Management of Semantic Transaction for Efficient Data Retrieval,SIGMOD Record,2002
11325,DBLP2,Relational data sharing in peer-based data management systems,SIGMOD Record,2003
11326,DBLP2,Views in a Large Scale XML Repository,VLDB,2001
11327,DBLP2,A Database Model for Object Dynamics,VLDB J.,1997
11328,DBLP2,The BEA/XQRL Streaming XQuery Processor,VLDB,2003
11334,DBLP2,Describing and Using Query Capabilities of Heterogeneous Sources,VLDB,1997
11335,DBLP2,The Asilomar Report on Database Research,SIGMOD Record,1998
11337,DBLP2,PUBLIC: A Decision Tree Classifier that Integrates Building and Pruning,VLDB,1998
11338,DBLP2,Efficient Exploration of Large Scientific Databases,VLDB,2002
11339,DBLP2,A Predicate-based Caching Scheme for Client-Server Database Architectures,VLDB J.,1996
11341,DBLP2,A Database Approach to Quality of Service Specification in Video Databases,SIGMOD Record,2003
11342,DBLP2,On Optimal Node Splitting for R-trees,VLDB,1998
11346,DBLP2,An Overview of Repository Technology,VLDB,1994
11347,DBLP2,Hypergraph Based Reorderings of Outer Join Queries with Complex Predicates,SIGMOD Conference,1995
11349,DBLP2,Amalgamating Knowledge Bases,ACM Trans. Database Syst.,1994
11350,DBLP2,Filtering with Approximate Predicates,VLDB,1998
11352,DBLP2,Semantic Compression and Pattern Extraction with Fascicles,VLDB,1999
11354,DBLP2,PicoDBMS: Scaling down database techniques for the smartcard,VLDB J.,2001
11355,DBLP2,Relating Distributed Objects,VLDB,1994
11356,DBLP2,An Adaptive Hybrid Server Architecture for Client Caching ODBMSs,VLDB,1999
11357,DBLP2,Integrating Temporal  Real-Time  and Active Databases,SIGMOD Record,1996
11359,DBLP2,Efficient View Maintenance at Data Warehouses,SIGMOD Conference,1997
11361,DBLP2,Efficient dynamic mining of constrained frequent sets,ACM Trans. Database Syst.,2003
11363,DBLP2,Agents  Turst  and Information Access on the Semantic Web,SIGMOD Record,2002
11365,DBLP2,Template-Based Wrappers in the TSIMMIS System,SIGMOD Conference,1997
11366,DBLP2,Geo/Environmental and Medical Data Management in the RasDaMan System,VLDB,1997
11367,DBLP2,Journal relevance,SIGMOD Record,2003
11368,DBLP2,Holistic twig joins: optimal XML pattern matching,SIGMOD Conference,2002
11369,DBLP2,Maintenance of Automatic Summary Tables,SIGMOD Conference,2000
11370,DBLP2,Challenges for Global Information Systems,VLDB,1994
11371,DBLP2,Mediator Languages - a Proposal for a Standard,SIGMOD Record,1997
11372,DBLP2,XML Repository and Active Views Demonstration,VLDB,1999
11380,DBLP2,Semantic B2B Integration: Issues in Ontology-based Applications,SIGMOD Record,2002
11384,DBLP2,Estimating Page Fetches for Index Scans with Finite LRU Buffers,VLDB J.,1995
11385,DBLP2,A Language Based Multidatabase System,SIGMOD Conference,1994
11388,DBLP2,A Pattern-Based Object Calculus,VLDB J.,1994
11391,DBLP2,Title,VLDB J.,1995
11392,DBLP2,SQL/CLI - A New Binding Style for SQL,SIGMOD Record,1995
11394,DBLP2,A Study on Data Point Search for HG-Trees,SIGMOD Record,1999
11397,DBLP2,Object Fusion in Mediator Systems,VLDB,1996
11398,DBLP2,ServiceGlobe: Distributing E-Services Across the Internet,VLDB,2002
11399,DBLP2,Massive Stochastic Testing of SQL,VLDB,1998
11400,DBLP2,Efficiently Mining Long Patterns from Databases,SIGMOD Conference,1998
11401,DBLP2,Design  Implementation  and Performance of the LHAM Log-Structured History Data Access Method,VLDB,1998
11402,DBLP2,OASIS: An Online and Accurate Technique for Local-alignment Searches on Biological Sequences,VLDB,2003
11405,DBLP2,Incremental Computation of Nested Relational Query Expressions,ACM Trans. Database Syst.,1995
11408,DBLP2,Indexing the Positions of Continuously Moving Objects,SIGMOD Conference,2000
11409,DBLP2,Exploratory Mining via Constrained Frequent Set Queries,SIGMOD Conference,1999
11411,DBLP2,Real World Requirements for Decision Support - Implications for RDBMS,SIGMOD Conference,1995
11413,DBLP2,Mind Your Vocabulary: Query Mapping Across Heterogeneous Information Sources,SIGMOD Conference,1999
11414,DBLP2,Fast incremental maintenance of approximate histograms,ACM Trans. Database Syst.,2002
11415,DBLP2,Temporal Conditions and Integrity Constraints in Active Database Systems,SIGMOD Conference,1995
11416,DBLP2,The Rubicon of Smart Data,VLDB,2002
11417,DBLP2,Practical Lessons in Supporting Large-Scale Computational Science,SIGMOD Record,1999
11418,DBLP2,On Database Theory and XML,SIGMOD Record,2001
11419,DBLP2,Seeking the Truth About ad hoc Join Costs,VLDB J.,1997
11420,DBLP2,A Framework for Clustering Evolving Data Streams,VLDB,2003
11421,DBLP2,Title  Foreword  Special Issue Editorial,VLDB J.,1994
11422,DBLP2,VIPAS: Virtual Link Powered Authority Search in the Web,VLDB,2003
11424,DBLP2,Very Large Databases in a Commercial Application Environment,VLDB,1996
11426,DBLP2,MIL Primitives for Querying a Fragmented World,VLDB J.,1999
11427,DBLP2,Efficiently publishing relational data as XML documents,VLDB J.,2001
11428,DBLP2,Enterprise Objects Framework  A Second Generation Object-Relational Enabler,SIGMOD Conference,1995
11430,DBLP2,Enabling Dynamic Content Caching for Database-Driven Web Sites,SIGMOD Conference,2001
11431,DBLP2,Memory Management During Run Generation in External Sorting,SIGMOD Conference,1998
11432,DBLP2,Dynamic Resource Brokering for Multi-User Query Execution,SIGMOD Conference,1995
11433,DBLP2,ACDN: a content delivery network for applications,SIGMOD Conference,2002
11438,DBLP2,Updates for Structure Indexes,VLDB,2002
11439,DBLP2,An Efficient and Resilient Approach to Filtering and Disseminating Streaming Data,VLDB,2003
11441,DBLP2,Editorial,ACM Trans. Database Syst.,2001
11442,DBLP2,Shooting Stars in the Sky: An Online Algorithm for Skyline Queries,VLDB,2002
11443,DBLP2,Metrics for Accessing Heterogeneous Data: Is There Any Hope? (Panel),VLDB,1995
11445,DBLP2,Research and Practice in Federated Information Systems  Report of the EFIS '2000 International Workshop,SIGMOD Record,2000
11449,DBLP2,On the Semantics of ``Now'' in Databases,ACM Trans. Database Syst.,1997
11451,DBLP2,Efficient Numerical Error Bounding for Replicated Network Services,VLDB,2000
11454,DBLP2,Extracting Large-Scale Knowledge Bases from the Web,VLDB,1999
11455,DBLP2,The Microsoft Database Research Group,SIGMOD Record,1998
11456,DBLP2,Database Research: Achievements and Opportunities Into the 21st Century,SIGMOD Record,1996
11457,DBLP2,Flexible and scalable digital library search,VLDB,2001
11462,DBLP2,Databases on the Web: Technologies for Federation Architectures and Case Studies (Tutorial),SIGMOD Conference,1997
11463,DBLP2,Editor's Notes,SIGMOD Record,1997
11464,DBLP2,Self-Organizing Data Sharing Communities with SAGRES,SIGMOD Conference,2000
11471,DBLP2,Turmoil at NASA  and Numerous Funding Announcements,SIGMOD Record,1995
11472,DBLP2,SELF-SERV: A Platform for Rapid Composition of Web Services in a Peer-to-Peer Environment,VLDB,2002
11474,DBLP2,A Componentized Architecture for Dynamic Electronic Markets,SIGMOD Record,1998
11477,DBLP2,Database Systems Management and Oracle8,SIGMOD Conference,1998
11479,DBLP2,On Computing Correlated Aggregates Over Continual Data Streams,SIGMOD Conference,2001
11480,DBLP2,Storing Semistructured Data with STORED,SIGMOD Conference,1999
11481,DBLP2,A Pictorial Query Language for Querying Geographic Databases using Positional and OLAP Operators,SIGMOD Record,2002
11482,DBLP2,An Efficient Cost-Driven Index Selection Tool for Microsoft SQL Server,VLDB,1997
11483,DBLP2,SIGMOD Program Review,SIGMOD Record,2000
11484,DBLP2,Cache Coherency in Oracle Parallel Server,VLDB,1996
11485,DBLP2,The New Locking  Logging  and Recovery Architecture of Microsoft SQL Server 7.0,VLDB,1999
11487,DBLP2,EXACT: An Extensible Approach to Active Object-Oriented Databases,VLDB J.,1997
11488,DBLP2,Optimizing Queries Across Diverse Data Sources,VLDB,1997
11489,DBLP2,Editor's Notes,SIGMOD Record,2003
11490,DBLP2,UniSQL/X Unified Relational and Object-Oriented Database System,SIGMOD Conference,1994
11491,DBLP2,Order-of-Magnitude Advantage of TPC-C Though Massive Parallelism,SIGMOD Conference,1995
11493,DBLP2,Exploiting Versions for Handling Updates in Broadcast Disks,VLDB,1999
11494,DBLP2,An Overview of DB2 Parallel Edition,SIGMOD Conference,1995
11497,DBLP2,On XML and Databases: Where's the Beef? (Panel Abstract),SIGMOD Conference,2000
11498,DBLP2,Declarative Specification of Web Sites with Strudel,VLDB J.,2000
11499,DBLP2,Parallel Mining Algorithms for Generalized Association Rules with Classification Hierarchy,SIGMOD Conference,1998
11501,DBLP2,The Database Research Group at ETH Zurich,SIGMOD Record,1994
11502,DBLP2,Extended Ehemeral Logging: Log Storage Management for Applications with Long Lived Transactions,ACM Trans. Database Syst.,1997
11505,DBLP2,Who needs XML Databases?,VLDB,2003
11506,DBLP2,Conceptual Model of Web Service Reputation,SIGMOD Record,2002
11508,DBLP2,TODS Reviewers,SIGMOD Record,2003
11509,DBLP2,Editor's Notes,SIGMOD Record,1999
11510,DBLP2,STING: A Statistical Information Grid Approach to Spatial Data Mining,VLDB,1997
11511,DBLP2,RE-tree: an efficient index structure for regular expressions,VLDB J.,2003
11512,DBLP2,Phoenix: Making Applications Robust,SIGMOD Conference,1999
11513,DBLP2,Data Management: Lasting Impact of the Wild Wild  Wild  Web,SIGMOD Conference,2001
11515,DBLP2,XQuery Formal Semantics: State and Challenges,SIGMOD Record,2001
11516,DBLP2,Extending an ORDBMS: The StateMachine Module,VLDB,2002
11520,DBLP2,Contorting High Dimensional Data for Efficient Main Memory Processing,SIGMOD Conference,2003
11521,DBLP2,GENESYS: A System for Efficient Spatial Query Processing,SIGMOD Conference,1994
11522,DBLP2,Storage and Retrieval of XML Data Using Relational Databases,VLDB,2001
11523,DBLP2,ASSET: A System for Supporting Extended Transactions,SIGMOD Conference,1994
11524,DBLP2,Data Mining with optimized two-dimensional association rules,ACM Trans. Database Syst.,2001
11525,DBLP2,Towards a Cooperative Transaction Model - The Cooperative Activity Model,VLDB,1995
11528,DBLP2,An Active Functionality Service for E-Business Applications,SIGMOD Record,2002
11529,DBLP2,Integrating the UB-Tree into a Database System Kernel,VLDB,2000
11531,DBLP2,Indexing Multimedia Databases (Tutorial),SIGMOD Conference,1995
11532,DBLP2,Estimating Page Fetches for Index Scans with Finite LRU Buffers,SIGMOD Conference,1994
11533,DBLP2,Similarity based Retrieval of Pictures Using Indices on Spatial Relationships,VLDB,1995
11536,DBLP2,Monitoring Business Processes through Event Correlation based on Dependency Model,SIGMOD Conference,2001
11537,DBLP2,A Survey of Logical Models for OLAP Databases,SIGMOD Record,1999
11538,DBLP2,Transaction Chopping: Algorithms and Performance Studies,ACM Trans. Database Syst.,1995
11539,DBLP2,Of Objects and Databases: A Decade of Turmoil,VLDB,1996
11540,DBLP2,Scheduling for shared window joins over data streams,VLDB,2003
11542,DBLP2,Optimizing Queries on Compressed Bitmaps,VLDB,2000
11543,DBLP2,Report on the 13th Brazilian Symposium on Database Systems (SBBD'98),SIGMOD Record,1999
11544,DBLP2,Memex: A Browsing Assistant for Collaborative Archiving and Mining of Surf Trails,VLDB,2000
11548,DBLP2,Microsoft Site Server (Commerce Edition),SIGMOD Conference,1999
11550,DBLP2,SchemaSQL: An extension to SQL for multidatabase interoperability,ACM Trans. Database Syst.,2001
11551,DBLP2,Data Model for Extensible Support of Explicit Relationships in Design Databases,VLDB J.,1995
11554,DBLP2,COMA - A System for Flexible Combination of Schema Matching Approaches,VLDB,2002
11556,DBLP2,WebView Materialization,SIGMOD Conference,2000
11557,DBLP2,Join Index Hierarchies for Supporting Efficient Navigations in Object-Oriented Databases,VLDB,1994
11559,DBLP2,SQLJ Part 0  Now Known as SQL/OLB (Object-Language Bindings),SIGMOD Record,1998
11560,DBLP2,Parallelising OODBMS Traversals: A Performance Evaluation,VLDB J.,1996
11561,DBLP2,Modelling temporal thematic map contents,SIGMOD Record,2003
11563,DBLP2,Data Morphing: An Adaptive  Cache-Conscious Storage Technique,VLDB,2003
11565,DBLP2,Research in Databases and Data-Intensive Applications - Computer Science Department and FZI  University of Karlsruhe,SIGMOD Record,1997
